created_at,id,full_text,truncated,id_str,display_text_range,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,text
2022-11-22T14:52:35Z,1595067726044725200,"2/2 Everyone can help and donate money to Jåhkågaska Sami community's fight to prevent the exploitations on their lands! All donations, big or small, are welcome and needed. #DefendTheDefenders
Find out more about this and how to donate here:
https://t.co/Yde5a6d4XO https://t.co/yffFfnMlCp",FALSE,1595067726044725248,266,FALSE,294,1073,FALSE,FALSE,en,"2/2 Everyone can help and donate money to Jåhkågaska Sami community's fight to prevent the exploitations on their lands! All donations, big or small, are welcome and needed. #DefendTheDefenders
Find out more about this and how to donate here:
https://t.co/Yde5a6d4XO https://t.co/yffFfnMlCp"
2022-11-22T14:52:34Z,1595067721217097700,"For the last 12 years the Jåhkågaska Sami community has been defending its grazing lands by resisting this iron-ore mine. By doing so they have been safeguarding what keeps us all safe: biodiverse forests, intact carbon stock, clean water and air. 1/2
https://t.co/ksea20htbw",FALSE,1595067721217097728,275,FALSE,1168,4613,FALSE,FALSE,en,"For the last 12 years the Jåhkågaska Sami community has been defending its grazing lands by resisting this iron-ore mine. By doing so they have been safeguarding what keeps us all safe: biodiverse forests, intact carbon stock, clean water and air. 1/2
https://t.co/ksea20htbw"
2022-11-21T20:34:27Z,1594791371734409200,RT @LBurnelius: The Swedish government showing its true colours in this note sent to the EU regarding the Deforestation Regulation! Sweden…,FALSE,1594791371734409216,139,FALSE,259,0,FALSE,FALSE,en,RT @LBurnelius: The Swedish government showing its true colours in this note sent to the EU regarding the Deforestation Regulation! Sweden…
2022-11-20T18:23:19Z,1594395981751132200,"Without any binding commitments to rapidly and immediately reduce greenhouse gases, the world stands no chance to deliver on the 1,5°C limit, and by doing so minimising risks of uprooting the life supporting systems we all depend on and endangering countless human lives.
#COP27",FALSE,1594395981751132160,278,FALSE,3870,13537,FALSE,FALSE,en,"Without any binding commitments to rapidly and immediately reduce greenhouse gases, the world stands no chance to deliver on the 1,5°C limit, and by doing so minimising risks of uprooting the life supporting systems we all depend on and endangering countless human lives.
#COP27"
2022-11-19T18:29:18Z,1594035101217742800,RT @duycks: 🚨a wide set of #COP27 decisions is now distributed and once again the #ParisAgreement is used to advance false solutions promot…,FALSE,1594035101217742854,140,FALSE,468,0,FALSE,FALSE,en,RT @duycks: 🚨a wide set of #COP27 decisions is now distributed and once again the #ParisAgreement is used to advance false solutions promot…
2022-11-19T18:23:23Z,1594033610469904400,"RT @patienceNabz: As @COP27P ends,leaders still negotiating,we are here to remind them;This is the time to stop gas and oil projects in Afr…",FALSE,1594033610469904385,140,FALSE,186,0,FALSE,FALSE,en,"RT @patienceNabz: As @COP27P ends,leaders still negotiating,we are here to remind them;This is the time to stop gas and oil projects in Afr…"
2022-11-19T08:03:33Z,1593877626481000400,"RT @Greenpeace: With 636 fossil fuel lobbyists preying on government delegations at #COP27, some need a sharp reminder what climate leaders…",FALSE,1593877626481000450,140,FALSE,363,0,FALSE,FALSE,en,"RT @Greenpeace: With 636 fossil fuel lobbyists preying on government delegations at #COP27, some need a sharp reminder what climate leaders…"
2022-11-18T17:38:34Z,1593659945014149e3,"RT @edwinNamakanga: Pay Up for Loss and Damage

#FridaysForFuture 
#ShowUsTheMoney 
#PeopleNotProfits 
#PayUp4LossAndDamage https://t.co/gQ…",FALSE,1593659945014149120,140,FALSE,208,0,FALSE,FALSE,en,"RT @edwinNamakanga: Pay Up for Loss and Damage

#FridaysForFuture 
#ShowUsTheMoney 
#PeopleNotProfits 
#PayUp4LossAndDamage https://t.co/gQ…"
2022-11-18T09:58:48Z,1593544242760138800,"RT @SumakHelena: ‘I envision a world where the children – your children, our children – do not have to fight for the future of humanity.’…",FALSE,1593544242760138753,138,FALSE,248,0,FALSE,FALSE,en,"RT @SumakHelena: ‘I envision a world where the children – your children, our children – do not have to fight for the future of humanity.’…"
2022-11-18T09:56:42Z,1593543714051342300,RT @n_thanki: Endgame time at #COP27 when all the dirty tricks come out. An omen: conference logistics have been extended through Sunday ni…,FALSE,1593543714051342336,140,FALSE,196,0,FALSE,FALSE,en,RT @n_thanki: Endgame time at #COP27 when all the dirty tricks come out. An omen: conference logistics have been extended through Sunday ni…
2022-11-18T08:03:35Z,1593515247733710800,Climate strike week 222. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/ZxcwqGBn1k,FALSE,1593515247733710848,74,FALSE,1794,10121,FALSE,FALSE,en,Climate strike week 222. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/ZxcwqGBn1k
2022-11-17T06:37:42Z,1593131246883782700,RT @CANIntl: Sweden is blocking any kind of progress on the support that the #EU needs to provide to those communities and states that are…,FALSE,1593131246883782658,139,FALSE,388,0,FALSE,FALSE,en,RT @CANIntl: Sweden is blocking any kind of progress on the support that the #EU needs to provide to those communities and states that are…
2022-11-16T06:36:51Z,1592768643053809700,"RT @vanessa_vash: 636 fossil fuel lobbyists are roaming around #COP27

They, and the leaders that are beholden to them, are trying to suffo…",FALSE,1592768643053809664,140,FALSE,777,0,FALSE,FALSE,en,"RT @vanessa_vash: 636 fossil fuel lobbyists are roaming around #COP27

They, and the leaders that are beholden to them, are trying to suffo…"
2022-11-15T12:50:05Z,1592500181575966700,"RT @PeterAlestig: ""I don't think we should develop a new fund"" – Swedish climate minister @RPourmokhtari in @dagensnyheter  about the deman…",FALSE,1592500181575966720,140,FALSE,106,0,FALSE,FALSE,en,"RT @PeterAlestig: ""I don't think we should develop a new fund"" – Swedish climate minister @RPourmokhtari in @dagensnyheter  about the deman…"
2022-11-15T10:43:37Z,1592468358058102800,"Sverige motsätter sig skapandet av en fond för klimatskadestånd och försvårar därmed förhandlingarna på #COP27 . Den här fonden skulle ge avgörande stöd för de mest drabbade – det är en fråga om liv och död för otaliga människor.
https://t.co/ODOYgoLX3R",FALSE,1592468358058102784,253,FALSE,371,1320,FALSE,FALSE,sv,"Sverige motsätter sig skapandet av en fond för klimatskadestånd och försvårar därmed förhandlingarna på #COP27 . Den här fonden skulle ge avgörande stöd för de mest drabbade – det är en fråga om liv och död för otaliga människor.
https://t.co/ODOYgoLX3R"
2022-11-14T16:35:00Z,1592194396329767e3,"RT @ClimateHuman: So far, 27 years of COP meetings have been a complete failure; you can't argue with physics. Anyone saying otherwise has…",FALSE,1592194396329766912,139,FALSE,5623,0,FALSE,FALSE,en,"RT @ClimateHuman: So far, 27 years of COP meetings have been a complete failure; you can't argue with physics. Anyone saying otherwise has…"
2022-11-13T08:14:16Z,1591705997793443800,"RT @Fridays4future: Hey @COP27P, states must create real climate action, not false climate solutions that violate the rights of those who p…",FALSE,1591705997793443840,140,FALSE,414,0,FALSE,FALSE,en,"RT @Fridays4future: Hey @COP27P, states must create real climate action, not false climate solutions that violate the rights of those who p…"
2022-11-13T07:27:35Z,1591694248222548e3,"RT @ScottDuncanWX: Europe is insanely warm right now. It has never been this warm so late in the year for some.

Can't believe it is only 4…",FALSE,1591694248222547969,140,FALSE,8677,0,FALSE,FALSE,en,"RT @ScottDuncanWX: Europe is insanely warm right now. It has never been this warm so late in the year for some.

Can't believe it is only 4…"
2022-11-11T16:00:12Z,1591098474065715200,RT @klimatbevakaren: Temperaturavvikelse hittills i år. Och då har vi inte ens missat klimatmålen ännu. https://t.co/275DdLh7pn,FALSE,1591098474065715200,127,FALSE,245,0,FALSE,FALSE,sv,RT @klimatbevakaren: Temperaturavvikelse hittills i år. Och då har vi inte ens missat klimatmålen ännu. https://t.co/275DdLh7pn
2022-11-11T15:57:16Z,1.5910977360776479e+18,"RT @jesloper: Climate strike, Bergen Norway #ClimateJustice #FridaysForFuture https://t.co/W6FckmhkF1",FALSE,1591097736077647872,101,FALSE,159,0,FALSE,FALSE,en,"RT @jesloper: Climate strike, Bergen Norway #ClimateJustice #FridaysForFuture https://t.co/W6FckmhkF1"
2022-11-11T15:56:55Z,1.5910976481820959e+18,"RT @fff_bayern: Bayern streikt fürs Klima! 
Heute haben wir mit @BUNDjugendBY für ein klimagerechtes Bayern demonstriert. Wir brauchen ein…",FALSE,1591097648182095872,139,FALSE,167,0,FALSE,FALSE,de,"RT @fff_bayern: Bayern streikt fürs Klima! 
Heute haben wir mit @BUNDjugendBY für ein klimagerechtes Bayern demonstriert. Wir brauchen ein…"
2022-11-11T15:56:27Z,1591097534105411600,RT @Fridays4future: We are striking live from COP27 demanding for #PeopleNotProfit and #ShowUsTheMoney! https://t.co/RVdrnV4Typ,FALSE,1591097534105411586,127,FALSE,268,0,FALSE,FALSE,en,RT @Fridays4future: We are striking live from COP27 demanding for #PeopleNotProfit and #ShowUsTheMoney! https://t.co/RVdrnV4Typ
2022-11-11T15:56:11Z,1591097464299614200,RT @_DylanHamilton_: Climate Strike week 195 in Glasgow! Sending solidarity to the activists at COP27 demanding better from our leaders #Fr…,FALSE,1591097464299614208,140,FALSE,185,0,FALSE,FALSE,en,RT @_DylanHamilton_: Climate Strike week 195 in Glasgow! Sending solidarity to the activists at COP27 demanding better from our leaders #Fr…
2022-11-11T15:55:32Z,1591097301313159200,RT @Fridays4future: On the climate strike today live from  COP27 demanding leaders to #ShowUsTheMoney and #PeopleNotProfit ! https://t.co/T…,FALSE,1591097301313159168,140,FALSE,554,0,FALSE,FALSE,en,RT @Fridays4future: On the climate strike today live from  COP27 demanding leaders to #ShowUsTheMoney and #PeopleNotProfit ! https://t.co/T…
2022-11-11T08:38:37Z,1590987349185687600,School strike week 221. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/0fxqg6MQQQ,FALSE,1590987349185687552,73,FALSE,1583,9418,FALSE,FALSE,en,School strike week 221. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/0fxqg6MQQQ
2022-11-11T06:32:13Z,1590955537591861200,"RT @hausfath: Global CO2 emissions from fossil fuels hit a record high in 2022.

This is up 1% from 2021, and beats the pre-pandemic highs…",FALSE,1590955537591861248,139,FALSE,690,0,FALSE,FALSE,en,"RT @hausfath: Global CO2 emissions from fossil fuels hit a record high in 2022.

This is up 1% from 2021, and beats the pre-pandemic highs…"
2022-11-11T06:28:51Z,1590954691781079e3,RT @Zipat_YN: Climate justice must take center stage. Wealthy countries must do far more to assist developing countries in dealing with the…,FALSE,1590954691781079041,140,FALSE,186,0,FALSE,FALSE,en,RT @Zipat_YN: Climate justice must take center stage. Wealthy countries must do far more to assist developing countries in dealing with the…
2022-11-10T17:57:40Z,1590765650515234800,"RT @CansinL: Activists together to call for human rights and defenders at #COP27. Despite the scorching sun, goosebumps on the arms extendi…",FALSE,1590765650515234816,140,FALSE,146,0,FALSE,FALSE,en,"RT @CansinL: Activists together to call for human rights and defenders at #COP27. Despite the scorching sun, goosebumps on the arms extendi…"
2022-11-10T12:40:12Z,1590685755445153800,"RT @ScientistRebel1: Today, scientists and citizens are taking action at airports around the world. The economical, climate and social inju…",FALSE,1590685755445153792,140,FALSE,420,0,FALSE,FALSE,en,"RT @ScientistRebel1: Today, scientists and citizens are taking action at airports around the world. The economical, climate and social inju…"
2022-11-10T10:07:19Z,1590647282667761700,"”Global Witness found more than 600 people at the talks in Egypt are linked to fossil fuels.
That's more than the combined delegations from the 10 most climate-impacted countries.”

""If you want to address malaria, you don't invite the mosquitoes”
#COP27 
https://t.co/n8XUjyXBz3",FALSE,1590647282667761665,279,FALSE,3402,8263,FALSE,FALSE,en,"”Global Witness found more than 600 people at the talks in Egypt are linked to fossil fuels.
That's more than the combined delegations from the 10 most climate-impacted countries.”

""If you want to address malaria, you don't invite the mosquitoes”
#COP27 
https://t.co/n8XUjyXBz3"
2022-11-10T07:32:03Z,1590608208757858300,RT @patienceNabz: On Finance Day at #COP27 I asked Japanese bank @mufgbk_official why they continue to fund fossil fuel projects like the E…,FALSE,1590608208757858305,140,FALSE,746,0,FALSE,FALSE,en,RT @patienceNabz: On Finance Day at #COP27 I asked Japanese bank @mufgbk_official why they continue to fund fossil fuel projects like the E…
2022-11-09T18:41:56Z,1590414403622822e3,"RT @klimatbevakaren: Årstidskarta Sverige, 9 november 2022. Glad sommar! https://t.co/6gyTLUrDr8",FALSE,1590414403622821889,96,FALSE,195,0,FALSE,FALSE,sv,"RT @klimatbevakaren: Årstidskarta Sverige, 9 november 2022. Glad sommar! https://t.co/6gyTLUrDr8"
2022-11-09T10:13:47Z,1590286522451824600,"RT @SophiaKianni: My speech to leaders at #COP27 yesterday was pretty clear. Here it is in each of the six official @UN languages:

Stop ly…",FALSE,1590286522451824640,140,FALSE,2179,0,FALSE,FALSE,und,"RT @SophiaKianni: My speech to leaders at #COP27 yesterday was pretty clear. Here it is in each of the six official @UN languages:

Stop ly…"
2022-11-09T07:34:19Z,1590246389581516800,"A billionaire emits a million times more greenhouse gases than the average person, according to Oxfam.

We know which ones we need to hold accountable for the climate crisis. https://t.co/9Yge9NCuF6",FALSE,1590246389581516801,174,TRUE,3549,11632,FALSE,FALSE,en,"A billionaire emits a million times more greenhouse gases than the average person, according to Oxfam.

We know which ones we need to hold accountable for the climate crisis. https://t.co/9Yge9NCuF6"
2022-11-08T19:47:46Z,1590068579365376e3,"RT @ZLabe: Last month was the 4th warmest October on record globally (albeit similar to 2015/2021) - @CopernicusECMWF analysis. 

But it wa…",FALSE,1590068579365376002,140,FALSE,252,0,FALSE,FALSE,en,"RT @ZLabe: Last month was the 4th warmest October on record globally (albeit similar to 2015/2021) - @CopernicusECMWF analysis. 

But it wa…"
2022-11-08T17:06:02Z,1590027880146555e3,"There is no climate justice without social justice and human rights. 4/4
Read more here: https://t.co/07ElEovDpy

#FreeAlaa #FreeThemAll #COP27 #ClimateJustice",FALSE,1590027880146554880,159,FALSE,417,1786,FALSE,FALSE,en,"There is no climate justice without social justice and human rights. 4/4
Read more here: https://t.co/07ElEovDpy

#FreeAlaa #FreeThemAll #COP27 #ClimateJustice"
2022-11-08T17:06:01Z,1590027877663531e3,"Human rights and climate movements are stronger when we stand in solidarity together. Then we can also successfully push those in power to live up to significantly increased adaptation finance and immediately, drastically reduced greenhouse gas emissions. 3/4",FALSE,1590027877663531008,259,FALSE,354,1803,FALSE,FALSE,en,"Human rights and climate movements are stronger when we stand in solidarity together. Then we can also successfully push those in power to live up to significantly increased adaptation finance and immediately, drastically reduced greenhouse gas emissions. 3/4"
2022-11-08T17:06:01Z,1590027875419582500,"One of these prisoners is Alaa Abd El-Fattah, who is now on a water strike since the beginning of COP27.
A system that doesn't address the needs for climate justice and securing human rights is a system that has failed everyone – we need to keep both in mind. 2/4",FALSE,1590027875419582464,263,FALSE,358,1570,FALSE,FALSE,en,"One of these prisoners is Alaa Abd El-Fattah, who is now on a water strike since the beginning of COP27.
A system that doesn't address the needs for climate justice and securing human rights is a system that has failed everyone – we need to keep both in mind. 2/4"
2022-11-08T17:06:00Z,1590027873082933200,"During COP27, we urge the Egyptian authorities to immediately and unconditionally release all those held simply for peacefully exercising their human rights, implementing criteria set by local NGOs for these releases: fairness, transparency, inclusiveness and urgency. 1/4",FALSE,1590027873082933251,272,FALSE,1971,8916,FALSE,FALSE,en,"During COP27, we urge the Egyptian authorities to immediately and unconditionally release all those held simply for peacefully exercising their human rights, implementing criteria set by local NGOs for these releases: fairness, transparency, inclusiveness and urgency. 1/4"
2022-11-07T16:55:21Z,1589662802477998e3,https://t.co/p9mE76yVOP,FALSE,1589662802477998086,23,FALSE,712,3030,FALSE,FALSE,zxx,https://t.co/p9mE76yVOP
2022-11-07T13:52:25Z,1589616768200253400,"RT @antonioguterres: I have just warned global leaders at #COP27:

We are on a highway to climate hell with our foot on the accelerator.

O…",FALSE,1589616768200253440,140,FALSE,8329,0,FALSE,FALSE,en,"RT @antonioguterres: I have just warned global leaders at #COP27:

We are on a highway to climate hell with our foot on the accelerator.

O…"
2022-11-07T07:20:45Z,1589518200462794800,RT @duycks: 🔥🙈#COP27 barely started &amp; recommendations are already adopted that would seriously undermine the integrity of the #ParisAgreeme…,FALSE,1589518200462794752,144,FALSE,416,0,FALSE,FALSE,en,RT @duycks: 🔥🙈#COP27 barely started &amp; recommendations are already adopted that would seriously undermine the integrity of the #ParisAgreeme…
2022-11-07T07:17:11Z,1589517304324186e3,"RT @JamesMelville: COP27 is sponsored by Coca-Cola - the world’s top plastic polluter, who produce 120 billion throwaway plastic bottles a…",FALSE,1589517304324186112,139,FALSE,6165,0,FALSE,FALSE,en,"RT @JamesMelville: COP27 is sponsored by Coca-Cola - the world’s top plastic polluter, who produce 120 billion throwaway plastic bottles a…"
2022-11-07T06:58:36Z,1589512626220191700,"RT @amagnussonn: ""Nu ökar kraven på att de drabbade ska få skadestånd från länderna som orsakat klimatkrisen – men motståndet från rika län…",FALSE,1589512626220191744,140,FALSE,77,0,FALSE,FALSE,sv,"RT @amagnussonn: ""Nu ökar kraven på att de drabbade ska få skadestånd från länderna som orsakat klimatkrisen – men motståndet från rika län…"
2022-11-06T19:33:10Z,1589340130418249700,"RT @LBurnelius: The Land Gap report reveals that countries’ so called 'climate pledges' are dangerously over reliant on inequitable, and in…",FALSE,1589340130418249728,140,FALSE,276,0,FALSE,FALSE,en,"RT @LBurnelius: The Land Gap report reveals that countries’ so called 'climate pledges' are dangerously over reliant on inequitable, and in…"
2022-11-06T17:56:20Z,1589315761755279400,"RT @russellhoward: Oh and for anyone wondering, this is what the frog hat looks like 🐸

The extended version of mine and @GretaThunberg’s i…",FALSE,1589315761755279360,140,FALSE,329,0,FALSE,FALSE,en,"RT @russellhoward: Oh and for anyone wondering, this is what the frog hat looks like 🐸

The extended version of mine and @GretaThunberg’s i…"
2022-11-06T13:01:39Z,1589241602643742700,"RT @sana2: My brother just had his last glass of water in prison. Please keep his story alive, it's not over. He can be saved.
This afterno…",FALSE,1589241602643742725,140,FALSE,3665,0,FALSE,FALSE,en,"RT @sana2: My brother just had his last glass of water in prison. Please keep his story alive, it's not over. He can be saved.
This afterno…"
2022-11-04T12:56:00Z,1588515407136424e3,School strike week 220. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/htfwNg7TGH,FALSE,1588515407136423936,73,FALSE,1578,8770,FALSE,FALSE,en,School strike week 220. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/htfwNg7TGH
2022-11-02T08:36:40Z,1587725366021472300,"”We are still here, and we are not planning on going anywhere. Young people all over the world are stepping up, showing that our leaders messed with the wrong generation.”

My full speech from The Climate Event at Southbank Centre this Sunday is here: https://t.co/d9WfUbCwSQ https://t.co/OwZcCxDHXI",FALSE,1587725366021472257,275,FALSE,3307,12385,FALSE,FALSE,en,"”We are still here, and we are not planning on going anywhere. Young people all over the world are stepping up, showing that our leaders messed with the wrong generation.”

My full speech from The Climate Event at Southbank Centre this Sunday is here: https://t.co/d9WfUbCwSQ https://t.co/OwZcCxDHXI"
2022-11-02T08:10:53Z,1587718877332529200,The climate deniers and delayers are so desperate and feel so threatened that they simply make up their own “quotes” from pure lies and fantasies. This is what I have said about systems and ideologies: https://t.co/FNacu4EYZv,FALSE,1587718877332529160,201,FALSE,1281,5948,FALSE,FALSE,en,The climate deniers and delayers are so desperate and feel so threatened that they simply make up their own “quotes” from pure lies and fantasies. This is what I have said about systems and ideologies: https://t.co/FNacu4EYZv
2022-10-31T16:40:01Z,1587122227899760600,"We need a loss and damage finance facility. We need climate justice. We need action.

Time is running out, which is why decision makers need to step up at #COP27 

#GenerateAction ⏰ @CYPavilion https://t.co/51lITtBnFA",FALSE,1587122227899760641,193,FALSE,1339,3968,FALSE,FALSE,en,"We need a loss and damage finance facility. We need climate justice. We need action.

Time is running out, which is why decision makers need to step up at #COP27 

#GenerateAction ⏰ @CYPavilion https://t.co/51lITtBnFA"
2022-10-31T16:36:30Z,1587121345518882800,"RT @vanessa_vash: Next week, when world leaders arrive in Egypt for COP27, funding for Loss and Damage will dominate the talks. Here's an e…",FALSE,1587121345518882817,140,TRUE,407,0,FALSE,FALSE,en,"RT @vanessa_vash: Next week, when world leaders arrive in Egypt for COP27, funding for Loss and Damage will dominate the talks. Here's an e…"
2022-10-30T19:39:16Z,1586804949970817e3,"RT @PenguinUKBooks: TONIGHT'S THE NIGHT! As part of #LondonLitFest, we're at the @southbankcentre with @GretaThunberg, celebrating the glob…",FALSE,1586804949970817024,140,FALSE,188,0,FALSE,FALSE,en,"RT @PenguinUKBooks: TONIGHT'S THE NIGHT! As part of #LondonLitFest, we're at the @southbankcentre with @GretaThunberg, celebrating the glob…"
2022-10-30T12:40:57Z,1586699680393711600,"This video was made for the first round of the Brazilian elections, but is still equally relevant today.
So much is at stake in this election – for the whole world. #Eleicoes2022 https://t.co/mnv8ZCPNL6",FALSE,1586699680393711617,178,TRUE,1584,7146,FALSE,FALSE,en,"This video was made for the first round of the Brazilian elections, but is still equally relevant today.
So much is at stake in this election – for the whole world. #Eleicoes2022 https://t.co/mnv8ZCPNL6"
2022-10-30T08:38:00Z,1586638536509464600,"RT @lifewithsommer: I don’t think enough people are talking about this. Yesterday, the UN Environment Program released a report which told…",FALSE,1586638536509464577,139,FALSE,3942,0,FALSE,FALSE,en,"RT @lifewithsommer: I don’t think enough people are talking about this. Yesterday, the UN Environment Program released a report which told…"
2022-10-29T19:42:00Z,1586443252730929200,"RT @YACAPhilippines: As of today, 10 AM, Tropical Storm #PaengPH reached its severity as it has flooded multiple regions in the Philippines…",FALSE,1586443252730929160,140,FALSE,571,0,FALSE,FALSE,en,"RT @YACAPhilippines: As of today, 10 AM, Tropical Storm #PaengPH reached its severity as it has flooded multiple regions in the Philippines…"
2022-10-28T07:34:17Z,1585897727061172200,School strike week 219. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/saZmWLKLPq,FALSE,1585897727061172224,73,FALSE,1657,8746,FALSE,FALSE,en,School strike week 219. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/saZmWLKLPq
2022-10-27T08:29:44Z,1585549294278410200,"I want to send a massive thank you to all the contributors for your invaluable expertise and stories, as well as to everyone who made this possible! And a special thanks to my fantastic editors Chloe Currens and Cristopher Richards.
4/4",FALSE,1585549294278410241,236,FALSE,386,3954,FALSE,FALSE,en,"I want to send a massive thank you to all the contributors for your invaluable expertise and stories, as well as to everyone who made this possible! And a special thanks to my fantastic editors Chloe Currens and Cristopher Richards.
4/4"
2022-10-27T08:28:49Z,1585549064514539500,"I will not earn any money from this book as my copyright belongs to the Greta Thunberg Foundation. So all royalties go to charity.
3/4",FALSE,1585549064514539525,134,FALSE,519,5120,FALSE,FALSE,en,"I will not earn any money from this book as my copyright belongs to the Greta Thunberg Foundation. So all royalties go to charity.
3/4"
2022-10-27T08:28:49Z,1585549062249582600,"With over 100 incredible contributors – experts, activists and authors – it highlights many of the different faces of the crises we face, and aims to connect the dots between them.
2/4 https://t.co/mPdVxillXx",FALSE,1585549062249582592,184,FALSE,425,3437,FALSE,FALSE,en,"With over 100 incredible contributors – experts, activists and authors – it highlights many of the different faces of the crises we face, and aims to connect the dots between them.
2/4 https://t.co/mPdVxillXx"
2022-10-27T08:28:47Z,1585549056880820200,"Today The Climate Book is finally released in many parts of the world!

I want to use my platform to share the reality of the climate crisis – to communicate a holistic picture of how the world is changing and what we need to do about it. That is why I created this book.
1/4 https://t.co/KKNlqcRA6A",FALSE,1585549056880820225,275,FALSE,7650,43565,FALSE,FALSE,en,"Today The Climate Book is finally released in many parts of the world!

I want to use my platform to share the reality of the climate crisis – to communicate a holistic picture of how the world is changing and what we need to do about it. That is why I created this book.
1/4 https://t.co/KKNlqcRA6A"
